place_id,channel_id,place_name,channel_name,place_size,boost,country,geo_lat,geo_lon
KmVC2vZS,la-voz-del-pacifico-sur-fm-102-3,Santa María Huatulco,La Voz del Pacifico Sur FM 102.3,1,false,Mexico,15.834007,-96.31995
lU0M4CKN,halcones-itca-radio,Cerro Azul,Halcones ITCA Radio,1,false,Mexico,21.18439,-97.7471
ax8wBKCY,queseria-radio,Quesería,Queseria Radio,1,false,Mexico,19.386408,-103.571625
h2JonOnc,publimacro,Progreso,Publimacro,1,false,Mexico,21.28119,-89.66516
-GDYth6_,la-revolucionaria-fm-88-9,Izúcar de Matamoros,La Revolucionaria FM 88.9,1,false,Mexico,18.599125,-98.46779
_qpsmYeN,radio-la-destructora,Ciudad Altamirano,Radio La Destructora,1,false,Mexico,18.357815,-100.668625
0wqiLBHl,la-supersonica,Vicente Guerrero,La SuperSonica,1,false,Mexico,23.732008,-103.98333
F296vVMO,radio-tucker,Tucker GA,Radio Tucker,1,false,United States,33.85455,-84.21714
I9k_3New,mexiquense-radio-88-5-fm,Zumpango,Mexiquense Radio 88.5 FM,1,false,Mexico,19.80393,-99.093056
4cRJcGb5,neon-radio-fm-93-5,San Martín de las Pirámides,Neon Radio FM 93.5,1,false,Mexico,19.704346,-98.834724
S3FhoPbF,-90-5-wkhs,Worton MD,90.5 WKHS Student Public Radio,1,false,United States,39.274555,-76.09217
S7H8SqEe,radio-jerez-89-1-fm,Jerez de García Salinas,Radio Jerez FM 89.1 - XHXM,1,false,Mexico,22.646875,-102.987625
NhPq3hcq,wiggle-100-whgl-fm,Troy PA,Wiggle 100 - WHGL-FM,1,false,United States,41.785908,-76.78801
FG6uLaHL,stereo-mision,Motozintla de Mendoza,Stereo Mision,1,false,Mexico,15.369198,-92.24581
NCQL5MH4,kstk,Wrangell AK,KSTK-FM 101.7,1,false,United States,56.470833,-132.37666
QHAZvj8i,la-sabrosita-fm-106-7,Múzquiz,La Sabrosita FM 106.7,1,false,Mexico,27.88224,-101.514
XxPHUR21,crystal-104-9-fm,Tenancingo,Crystal 104.9 FM,1,false,Mexico,18.96134,-99.59107
0H75X7UO,radio-universidad-autonoma-chapingo,Texcoco,Radio Universidad Autonoma Chapingo,1,false,Mexico,19.489544,-98.89418
B3LN8hru,la-z-fm-105-5,Atotonilco El Alto,La Z FM 105.5,1,false,Mexico,20.550245,-102.508125
oQlF7FDK,san-blas-atempa-100-1-fm,San Blas Atempa,San Blas Atempa 100.1 FM,1,false,Mexico,16.329626,-95.22538
Uxsr9qL6,wdlq-radio-panama,Boquete,WDLQ Radio Panama,1,false,Panama,8.777232,-82.4482
Z-ieZjgW,nostalgia-y-vainillas,Mulegé,Nostalgia y Vainillas,1,false,Mexico,26.892216,-111.98358
0Duu13zC,la-huarecita,Cherán,La Huarecita,1,false,Mexico,19.687738,-101.95478
2b0CeyBl,3abn,West Frankfort IL,KEUR-LP 3ABN,1,false,United States,37.898598,-88.92336
mFZ93Nq8,radio-la-otra,San Patricio,Radio La Otra,1,false,Mexico,19.225199,-104.70397
mfJuPv8D,asuncion-fm-98-1,Asunción Nochixtlán,Asunción FM 98.1,1,false,Mexico,17.460686,-97.22753
BhFALWU4,radyo-a-101-7,Eskişehir,Radyo A 101.7,3,false,Turkey,39.766705,30.52563
BhFALWU4,radyo-ses-98-9,Eskişehir,Radyo Ses FM 98.9,3,false,Turkey,39.766705,30.52563
BhFALWU4,yunus-fm-94-0,Eskişehir,Yunus FM 94.0,3,false,Turkey,39.766705,30.52563
6lcXHtKK,radio-80s80s,Berlin,80s80s,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-80s80s-bowie,Berlin,80s80s - Bowie,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-80s80s-christmas,Berlin,80s80s - Christmas,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-depeche-mode,Berlin,80s80s - Depeche Mode,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-deutsch,Berlin,80s80s - Deutsch,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-hip-hop,Berlin,80s80s - Hip Hop,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-in-the-mix,Berlin,80s80s - In The Mix,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-80s80s-italo-hits,Berlin,80s80s - Italo Hits,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-80s80s-jackson,Berlin,80s80s - Jackson,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-livemusic,Berlin,80s80s - Livemusic,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-love,Berlin,80s80s - Love,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-maxis,Berlin,80s80s - Maxis,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-80s80s-ndw,Berlin,80s80s - NDW,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-neo,Berlin,80s80s - NEO,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-partyhits,Berlin,80s80s - Partyhits,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-80s80s-prince,Berlin,80s80s - Prince,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-queen,Berlin,80s80s - Queen,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-80s80s-rock,Berlin,80s80s - Rock,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-soul,Berlin,80s80s - Soul,136,false,Germany,52.520008,13.404954
6lcXHtKK,80s80s-summerhits,Berlin,80s80s - Summerhits,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-80s80s-wave,Berlin,80s80s - Wave,136,false,Germany,52.520008,13.404954
6lcXHtKK,88-4-m-hz-berlin,Berlin,88.4 MHz Berlin,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-boygroups,Berlin,90s90s - Boygroups,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-clubhits,Berlin,90s90s - Clubhits,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-dance,Berlin,90s90s - Dance,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-grunge,Berlin,90s90s - Grunge,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-hip-hop,Berlin,90s90s - HipHop,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-hip-hop-deutsch,Berlin,90s90s - HipHop Deutsch,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-in-the-mix,Berlin,90s90s - In The Mix,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-lovesongs,Berlin,90s90s - Lovesongs,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-pop,Berlin,90s90s - Pop,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-rnb,Berlin,90s90s - RNB,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-sommerhits,Berlin,90s90s - Sommerhits,136,false,Germany,52.520008,13.404954
6lcXHtKK,90s90s-techno,Berlin,90s90s - Techno,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-90s-radio,Berlin,90s Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,absolute-chillout,Berlin,Absolute Chillout,136,false,Germany,52.520008,13.404954
6lcXHtKK,alex-berlin,Berlin,Berlin 88vier - Alex Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,berlin-beach-house-radio,Berlin,Berlin Beach House Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,berlin-boheme,Berlin,Berlin Bohème,136,false,Germany,52.520008,13.404954
6lcXHtKK,berliner-rundfunk,Berlin,Berliner Rundfunk,136,false,Germany,52.520008,13.404954
6lcXHtKK,b-funk,Berlin,B-Funk,136,false,Germany,52.520008,13.404954
6lcXHtKK,big-fm-berlin,Berlin,BigFM Berlin,136,false,Germany,52.520008,13.404954
6lcXHtKK,boomfm,Berlin,BoomFM,136,false,Germany,52.520008,13.404954
6lcXHtKK,boomfm-classics,Berlin,BoomFM Classics,136,false,Germany,52.520008,13.404954
6lcXHtKK,cashmere-radio,Berlin,Cashmere Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,chillhop,Berlin,ChillHop,136,false,Germany,52.520008,13.404954
6lcXHtKK,clubsandwich-fluxfm,Berlin,Clubsandwich | FluxFM,136,false,Germany,52.520008,13.404954
6lcXHtKK,country108,Berlin,Country 108,136,false,Germany,52.520008,13.404954
6lcXHtKK,darkradio,Berlin,DarkRadio,136,false,Germany,52.520008,13.404954
6lcXHtKK,deadmagazine,Berlin,Dead Magazine Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,defjay,Berlin,Defjay Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,diaspora-radio,Berlin,Diaspora Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,dub-radio,Berlin,Dub Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,darkindustry,Berlin,Dusterstadl Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,electroswing-radio,Berlin,Electro Swing Revolution Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,energyonline,Berlin,Energy Berlin FM 103.4,136,false,Germany,52.520008,13.404954
6lcXHtKK,esc-eurovision-song-contest-radio,Berlin,ESC - Eurovision Song Contest Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,fluxfm,Berlin,Flux FM 100.6,136,false,Germany,52.520008,13.404954
6lcXHtKK,fluxfm-80s,Berlin,FluxFM 80s,136,false,Germany,52.520008,13.404954
6lcXHtKK,fluxfm-chill-out-radio,Berlin,FluxFM Chill Out Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,fluxkompensator,Berlin,FluxKompensator,136,false,Germany,52.520008,13.404954
6lcXHtKK,fluxlounge,Berlin,FluxLounge,136,false,Germany,52.520008,13.404954
6lcXHtKK,fluxrap,Berlin,FluxRap,136,false,Germany,52.520008,13.404954
6lcXHtKK,flux-sound-of-berlin,Berlin,Flux Sound Of Berlin,136,false,Germany,52.520008,13.404954
6lcXHtKK,gayfm,Berlin,Gay FM,136,false,Germany,52.520008,13.404954
6lcXHtKK,gold-fm,Berlin,GoldFM,136,false,Germany,52.520008,13.404954
6lcXHtKK,hippie-trippy-garden-pretty-by-dr-atmo,Berlin,Hippie Trippy Garden Pretty by Dr. Atmo,136,false,Germany,52.520008,13.404954
6lcXHtKK,hit104,Berlin,HIT 104 FM 104.0,136,false,Germany,52.520008,13.404954
6lcXHtKK,jackfm,Berlin,Jack FM,136,false,Germany,52.520008,13.404954
6lcXHtKK,jam,Berlin,Jam FM,136,false,Germany,52.520008,13.404954
6lcXHtKK,jam-fm-2000er,Berlin,Jam FM 2000er,136,false,Germany,52.520008,13.404954
6lcXHtKK,jam-fm-black-label,Berlin,Jam FM Black Label,136,false,Germany,52.520008,13.404954
6lcXHtKK,jam-fm-dj-cooper,Berlin,JAM FM DJ Cooper,136,false,Germany,52.520008,13.404954
6lcXHtKK,jam-fm-k-pop,Berlin,JAM FM K-Pop,136,false,Germany,52.520008,13.404954
6lcXHtKK,jam-fm-russkiye-khity,Berlin,JAM FM Russkiye Khity,136,false,Germany,52.520008,13.404954
6lcXHtKK,jazzradio-berlin-fm-106-8,Berlin,JazzRadio Berlin FM 106.8,136,false,Germany,52.520008,13.404954
6lcXHtKK,jazzradio-schwarzenstein,Berlin,Jazzradio Schwarzenstein,136,false,Germany,52.520008,13.404954
6lcXHtKK,keith-f-em,Berlin,Keith F'em,136,false,Germany,52.520008,13.404954
6lcXHtKK,-8-kiss-fm,Berlin,Kiss FM 98.8,136,false,Germany,52.520008,13.404954
6lcXHtKK,klassik-1,Berlin,Klassik 1,136,false,Germany,52.520008,13.404954
6lcXHtKK,klub-radio-fluxmusic,Berlin,Klub Radio | Fluxmusic,136,false,Germany,52.520008,13.404954
6lcXHtKK,krautrock-world,Berlin,Krautrock-World,136,false,Germany,52.520008,13.404954
6lcXHtKK,like-that-underground,Berlin,Like That Underground,136,false,Germany,52.520008,13.404954
6lcXHtKK,magic-fm,Berlin,MAGIC.FM,136,false,Germany,52.520008,13.404954
6lcXHtKK,magic-top100,Berlin,MAGIC Top100,136,false,Germany,52.520008,13.404954
6lcXHtKK,metalfm,Berlin,MetalFM,136,false,Germany,52.520008,13.404954
6lcXHtKK,metropolfm,Berlin,Metropol FM,136,false,Germany,52.520008,13.404954
6lcXHtKK,mini-flux,Berlin,Mini Flux,136,false,Germany,52.520008,13.404954
6lcXHtKK,multicult,Berlin,multicult.fm 91.0,136,false,Germany,52.520008,13.404954
6lcXHtKK,neofm,Berlin,neoFM,136,false,Germany,52.520008,13.404954
6lcXHtKK,ni-ce,Berlin,NiCE,136,false,Germany,52.520008,13.404954
6lcXHtKK,nightline-radio,Berlin,Nightline-Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,pelione,Berlin,Pelo One FM,136,false,Germany,52.520008,13.404954
6lcXHtKK,pink-radio-berlin,Berlin,Pink Radio Berlin,136,false,Germany,52.520008,13.404954
6lcXHtKK,planet-disco-fox,Berlin,Planet Discofox,136,false,Germany,52.520008,13.404954
6lcXHtKK,powerradio918,Berlin,Power Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,puls-fm,Berlin,Puls FM,136,false,Germany,52.520008,13.404954
6lcXHtKK,berlinsdanceradio,Berlin,Pure FM,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-889fm-kultur,Berlin,Radio 889FM Kultur,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-alternative,Berlin,Radio Alternative,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-aporee,Berlin,Radio Aporee,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-future-africa,Berlin,Radio Future Africa,136,false,Germany,52.520008,13.404954
6lcXHtKK,radiogold,Berlin,Radio GOLD,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-rb,Berlin,Radio Golos Berlina  97.2 FM,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-on,Berlin,Radio On,136,false,Germany,52.520008,13.404954
6lcXHtKK,radiopaloma,Berlin,Radio Paloma,136,false,Germany,52.520008,13.404954
6lcXHtKK,paradiso,Berlin,Radio Paradiso 98.2,136,false,Germany,52.520008,13.404954
6lcXHtKK,radio-popcorn,Berlin,Radio Popcorn,136,false,Germany,52.520008,13.404954
6lcXHtKK,queerlive,Berlin,Radio QueerLive FM 91.0,136,false,Germany,52.520008,13.404954
6lcXHtKK,rasta-radio,Berlin,Rasta Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,rbb-88-8,Berlin,RBB 88.8,136,false,Germany,52.520008,13.404954
6lcXHtKK,rbb-inforadio,Berlin,rbb Inforadio,136,false,Germany,52.520008,13.404954
6lcXHtKK,rbb-kulturradio,Berlin,RBB Kulturradio,136,false,Germany,52.520008,13.404954
6lcXHtKK,reboot,Berlin,Reboot.fm,136,false,Germany,52.520008,13.404954
6lcXHtKK,refuge-worldwide,Berlin,Refuge Worldwide,136,false,Germany,52.520008,13.404954
6lcXHtKK,rockradio-de,Berlin,Rockradio.de,136,false,Germany,52.520008,13.404954
6lcXHtKK,rockyfm,Berlin,Rocky FM USA,136,false,Germany,52.520008,13.404954
6lcXHtKK,rs2,Berlin,rs2 94.3,136,false,Germany,52.520008,13.404954
6lcXHtKK,6rtl,Berlin,RTL 104.6,136,false,Germany,52.520008,13.404954
6lcXHtKK,-104-6-rtl-greatest-hits-channel,Berlin,RTL 104.6 Greatest Hits Channel,136,false,Germany,52.520008,13.404954
6lcXHtKK,-104-6-rtl-top40-channel,Berlin,RTL 104.6 Top40 Channel,136,false,Germany,52.520008,13.404954
6lcXHtKK,rtlradio,Berlin,RTL Deutschlands Hit-Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,rtl-hot-country,Berlin,RTL Hot Country,136,false,Germany,52.520008,13.404954
6lcXHtKK,schlager-radio,Berlin,Schlager Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,spreeradio,Berlin,Spreeradio 105.5,136,false,Germany,52.520008,13.404954
6lcXHtKK,star-fm-87-9,Berlin,Star FM 87.9,136,false,Germany,52.520008,13.404954
6lcXHtKK,starsat,Berlin,Star*Sat Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,techno-underground-fluxmusic,Berlin,Techno Underground | Fluxmusic,136,false,Germany,52.520008,13.404954
6lcXHtKK,thewaveradio,Berlin,the wave - relaxing radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,thf-radio,Berlin,THF Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,top100station,Berlin,Top 100 Station,136,false,Germany,52.520008,13.404954
6lcXHtKK,top20radio,Berlin,Top 20 Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,top-of-the-70s,Berlin,Top of the 70s,136,false,Germany,52.520008,13.404954
6lcXHtKK,bdjradio,Berlin,Voyage - The Schiller Radio,136,false,Germany,52.520008,13.404954
6lcXHtKK,x-jazz,Berlin,XJazz,136,false,Germany,52.520008,13.404954
6lcXHtKK,yoga-sounds,Berlin,Yoga Sounds,136,false,Germany,52.520008,13.404954
87UwHMuk,wknj-fm-90-3,Union NJ,WKNJ FM 90.3,1,false,United States,40.69759,-74.26316
8NS-C4jz,rangarang-radio-live,Vienna VA,Rangarang Radio Live,1,false,United States,38.901222,-77.26526
x1R5AULY,stereo-bit,Ciudad Valles,Stereo BIT,1,false,Mexico,22.002571,-99.00184
xgHOvC-g,xhvx-fm-89-7,Comalcalco,XHVX FM 89.7,1,false,Mexico,18.261156,-93.22169
7c7rwVkV,la-voz-de-tierra-caliente,Tlapehuala,La Voz De Tierra Caliente,1,false,Mexico,18.24008,-100.532425
KodWBKgM,102-fm-macapa,Macapá AP,102 FM Macapá,2,false,Brazil,0.0355735,-51.070534
KodWBKgM,club-mix-web,Macapá AP,Club Mix Web,2,false,Brazil,0.0355735,-51.070534
uvaDj5DR,wums-fm-92-1,University MS,WUMS FM 92.1,1,false,United States,34.36317,-89.53595
kBsT3n53,radio-zictepec-97-9-fm,San Pedro Zictepec,Radio Zictepec 97.9 FM,1,false,Mexico,19.035065,-99.57771
Ywfr2mIy,uaim-95-7-fm,Mochicahui,UAIM 95.7 FM,1,false,Mexico,25.947592,-108.92794
C1pv5WHf,wdrt-91-9-fm,Viroqua WI,WDRT 91.9 FM,1,false,United States,43.55692,-90.88874
nHByOFFC,radio-acambaro-info,Acámbaro,Radio Acámbaro Info,1,false,Mexico,20.025105,-100.71824
xnQkXjUQ,carrefour-fm-90-0,Louga,Carrefour FM 90.0,3,false,Senegal,15.614177,-16.22868
xnQkXjUQ,s-m-mbaye-sam-webradio,Louga,S.M. Mbaye Sam Webradio,3,false,Senegal,15.614177,-16.22868
xnQkXjUQ,urban-louga-98-7-fm,Louga,Urban Louga 98.7FM,3,false,Senegal,15.614177,-16.22868
Ni5QUsHW,la-guacha-103-5-fm,Huetamo,La Guacha 103.5 FM,1,false,Mexico,18.63153,-100.89936
DIj9UV3n,spirit889,Visalia CA,Spirit 88.9 - KDUV,1,false,United States,36.330227,-119.29206
euYr2B4j,radio-1020-radio,Bristol,1020 Radio,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,bbc,Bristol,BBC Radio Bristol,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,bcfm,Bristol,BCfm 93.2,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,heartbristol,Bristol,Heart FM 96.3,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,invader-fm,Bristol,Invader FM,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,jaxx-radio,Bristol,JAXX Radio,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,lamrim,Bristol,LamRim Tibetan Buddhist Internet Radio,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,noods-radio,Bristol,Noods Radio,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,pigpen-radio,Bristol,Pigpen Radio,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,smooth-radio-bristol-bath,Bristol,Smooth Radio Bristol & Bath,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,swu-fm-103-7,Bristol,SWU FM 103.7,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,threshold-fm,Bristol,Threshold.FM,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,ujimaradio,Bristol,Ujima FM 98.0,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,void-radio,Bristol,Void Radio,15,false,United Kingdom,51.454514,-2.58791
euYr2B4j,wide-radio,Bristol,WIDE Radio,15,false,United Kingdom,51.454514,-2.58791
u1ypIjsk,radio-alegria,Moroleón,Radio Alegria,1,false,Mexico,20.126455,-101.193344
0IlobkRw,la-huasteca-fm-90-5,Tantoyuca,La Huasteca FM 90.5,1,false,Mexico,21.333378,-98.21974
uyFK61aS,-24-de-agosto,Montevideo,24 de Agosto,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,abdon-radio,Montevideo,Abdón Radio,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,adrenalina-fm-100-9,Montevideo,Adrenalina FM 100.9,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,aire-fm-100-3,Montevideo,Aire FM 100.3,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,alfafm,Montevideo,Alfa 96.3 FM,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,azul-fm-101-9,Montevideo,Azul FM 101.9,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,babel,Montevideo,Babel FM 97.1,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,boliche-fm-92-9,Montevideo,Boliche FM 105.3,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,cafe-express-radio,Montevideo,Café Express Radio,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,canto-y-fogon-radio,Montevideo,Canto y Fogon Radio,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,carve-850-am,Montevideo,Carve AM 850,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radioclarin,Montevideo,Clarin AM580,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-clasica-am-650,Montevideo,Clasica AM 650,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,contacto-sur,Montevideo,Contacto Sur,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,de-la-nuca-fm-107-7,Montevideo,De La Nuca FM 107.7,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,el-puente-fm,Montevideo,El Puente FM,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,en-perspectiva-radio,Montevideo,En Perspectiva radio,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,espectador-810-am,Montevideo,Espectador 810 AM,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,fm-delsol-99-5,Montevideo,FM DelSol 99.5,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,oldies-fm-90-3,Montevideo,FM Hit 90.3,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,fm-la-ley,Montevideo,FM La Ley 106.7,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,fm-latina-103-7,Montevideo,FM Latina 103.7,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,galaxia-fm-105-9,Montevideo,Galaxia FM 105.9,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,kairos-fm-97-7,Montevideo,Kairos FM 87.7,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-1010-am,Montevideo,La 1010,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,lacatorce10-am-1410,Montevideo,lacatorce10 AM 1410,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,lacostafm88,Montevideo,La Costa FM 88.3,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,la-metro-radio,Montevideo,La Metro Radio,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,la-movida-online,Montevideo,La Movida Online,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,m24-97-9-fm,Montevideo,M24 97.9 FM,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,nostalgia-radio-montevideo,Montevideo,Nostalgia Radio Montevideo,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,oceano-fm,Montevideo,Océano FM,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,planeta-rojo-fm,Montevideo,Planeta Rojo FM,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,psyradio,Montevideo,Psyradio FM Psytrance,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio3montevideo,Montevideo,Radio3Montevideo,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-bas,Montevideo,Radio BAS,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-centenario-am-1250,Montevideo,Radio Centenario AM 1250,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-cero-fm-104-3,Montevideo,Radio Cero FM 104.3,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-ciudadana-103-3-fm-la-gaviota,Montevideo,Radio Ciudadana 103.3 FM La Gaviota,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-cultura-1290-am,Montevideo,Radio Cultura 1290 AM,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-disney-uruguay-91-9-fm,Montevideo,Radio Disney FM 103.7,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-espirita-uruguay,Montevideo,Radio Espirita Uruguay,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-fenix-1330-am,Montevideo,Radio Fenix 1330 AM,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-informarte,Montevideo,Radio Informarte,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radiolazurda,Montevideo,Radio La Zurda,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-monte-carlo-am-930,Montevideo,Radio Monte Carlo AM 930,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-nacional-am-1130,Montevideo,Radio Nacional AM 1130,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,oriental770,Montevideo,Radio Oriental AM 770,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-pedal,Montevideo,Radio Pedal,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-uno-digital,Montevideo,Radio UNO Digital,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,recital-radio,Montevideo,Recital Radio,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,retro-music-uruguay,Montevideo,Retro Music Uruguay,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radio-rural,Montevideo,Rural 610,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,zoe,Montevideo,Senal Zoe,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,tf5-radio,Montevideo,TF5 Radio,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,uni-radio,Montevideo,UNI Radio FM 89.1,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,universal-am-970,Montevideo,Universal AM 970,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,radiouruguay,Montevideo,Uruguay AM 1050,59,false,Uruguay,-34.90111,-56.16453
uyFK61aS,x2-la-musica-de-la-x,Montevideo,X2  la musica de la X,59,false,Uruguay,-34.90111,-56.16453
uqYcJtmt,tvap-radio-fm,Altamira,TVAP Radio FM,1,false,Mexico,22.407745,-97.92116
P2SEoXfL,radio-bautista-redencion-fm-102-5,San Juan Cancuc,Radio Bautista Redención FM 102.5,1,false,Mexico,16.891909,-92.37078
Ft836rEG,khug-97-5,Castaic CA,KHUG 97.5,1,false,United States,34.489037,-118.625656
